"zfin_id_symbol","human.Symbol","ensembl_gene_id","entrezgene_id"
"c4b","C4B","ENSG00000224639",NA
"c4b","C4B","ENSG00000236625",721
"c4b","C4B","ENSG00000228267",721
"c4b","C4B","ENSG00000224389",721
"rnf5","RNF5","ENSG00000223767",6048
"rnf5","RNF5","ENSG00000228907",6048
"rnf5","RNF5","ENSG00000227277",6048
"rnf5","RNF5","ENSG00000225452",6048
"rnf5","RNF5","ENSG00000183574",6048
"rnf5","RNF5","ENSG00000228405",6048
"rnf5","RNF5","ENSG00000204308",6048
"npr1b","NPR1","ENSG00000169418",4881
"snx20","SNX20","ENSG00000167208",124460
"myt1lb","MYT1L","ENSG00000186487",23040
"cpne8","CPNE8","ENSG00000139117",144402
"ephb3b","EPHB3","ENSG00000182580",2049
"mcf2l2","MCF2L2","ENSG00000053524",23101
"fes","FES","ENSG00000182511",2242
"lmtk2","LMTK2","ENSG00000164715",22853
"tecpr1b","TECPR1","ENSG00000205356",25851
"lmtk3","LMTK3","ENSG00000142235",114783
"itgb6","ITGB6","ENSG00000115221",3694
"rbms1b","RBMS1","ENSG00000153250",5937
"aatka","AATK","ENSG00000181409",9625
"chmp6a","CHMP6","ENSG00000176108",79643
"aatkb","AATK","ENSG00000181409",9625
"baiap2b","BAIAP2","ENSG00000175866",10458
"axl","AXL","ENSG00000167601",558
"abl1","ABL1","ENSG00000097007",25
"tmem216","TMEM216","ENSG00000187049",51259
"arsib","ARSI","ENSG00000183876",340075
"camkva","CAMKV","ENSG00000164076",79012
"cachd1","CACHD1","ENSG00000158966",57685
"slco3a2","SLCO3A1","ENSG00000176463",28232
"maml1","MAML1","ENSG00000283780",9794
"maml1","MAML1","ENSG00000161021",9794
"nos1apb","NOS1AP","ENSG00000198929",9722
"kcnc3a","KCNC3","ENSG00000131398",3748
"kcnc3b","KCNC3","ENSG00000131398",3748
"pcsk6","PCSK6","ENSG00000140479",5046
"sst1.2","SST","ENSG00000157005",6750
"sowahaa","SOWAHA","ENSG00000198944",134548
"sowahab","SOWAHA","ENSG00000198944",134548
"aff4","AFF4","ENSG00000072364",27125
"sned1","SNED1","ENSG00000162804",25992
"klhl30","KLHL30","ENSG00000168427",377007
"kif1aa","KIF1A","ENSG00000130294",547
"cyp7a1b","CYP7A1","ENSG00000167910",1581
"myh7ba","MYH7B","ENSG00000078814",57644
"myo7ba","MYO7B","ENSG00000169994",4648
"dpysl2a","DPYSL2","ENSG00000092964",1808
"jakmip3","JAKMIP3","ENSG00000188385",282973
"poln","POLN","ENSG00000130997",353497
"plecb","PLEC","ENSG00000178209",5339
"dnm1b","DNM1","ENSG00000106976",1759
"ankib1b","ANKIB1","ENSG00000001629",54467
"grin2db","GRIN2D","ENSG00000105464",2906
"myh14","MYH14","ENSG00000105357",79784
"unc13ba","UNC13B","ENSG00000198722",10497
"clcn1b","CLCN1","ENSG00000188037",1180
"tbcelb","TBCEL","ENSG00000154114",219899
"syngap1b","SYNGAP1","ENSG00000227460",8831
"syngap1b","SYNGAP1","ENSG00000197283",8831
"ptpn23a","PTPN23","ENSG00000076201",25930
"kalrna","KALRN","ENSG00000160145",8997
"brwd3","BRWD3","ENSG00000165288",254065
"apoa4b.3","APOA4","ENSG00000110244",337
"taok3a","TAOK3","ENSG00000135090",51347
"cacng7b","CACNG7","ENSG00000105605",59284
"kcnn3","KCNN3","ENSG00000143603",3782
"lipeb","LIPE","ENSG00000079435",3991
"cacng8b","CACNG8","ENSG00000142408",59283
"clstn3","CLSTN3","ENSG00000288427",9746
"clstn3","CLSTN3","ENSG00000139182",9746
"frmd4bb","FRMD4B","ENSG00000114541",23150
"fkbp10a","FKBP10","ENSG00000141756",60681
"cgna","CGN","ENSG00000143375",57530
"ttf1.3","TTF1","ENSG00000125482",7270
"soga3a","SOGA3","ENSG00000214338",387104
"si:dkey-242e21.4","C8orf37","ENSG00000156172",157657
"ttf1.2","TTF1","ENSG00000125482",7270
"gjd1b","GJD2","ENSG00000159248",57369
"epb41l4b","EPB41L4B","ENSG00000095203",54566
"kcnv1","KCNV1","ENSG00000164794",27012
"fndc7b","FNDC7","ENSG00000143107",163479
"alkal2a","ALKAL2","ENSG00000189292",285016
"podn","PODN","ENSG00000174348",127435
"fam131bb","FAM131B","ENSG00000159784",9715
"pfdn4","PFDN4","ENSG00000101132",5203
"ubxn11","UBXN11","ENSG00000158062",91544
"vps72b","VPS72","ENSG00000163159",6944
"gpr17","GPR17","ENSG00000144230",2840
"rubcn","RUBCN","ENSG00000145016",9711
"epm2a","EPM2A","ENSG00000112425",7957
"tbc1d2b","TBC1D2B","ENSG00000167202",23102
"arhgap19","ARHGAP19","ENSG00000213390",84986
"kcnj3a","KCNJ3","ENSG00000162989",3760
"cep192","CEP192","ENSG00000101639",55125
"hint3","HINT3","ENSG00000111911",135114
"ikzf2","IKZF2","ENSG00000030419",22807
"micall1b.2","MICALL1","ENSG00000100139",85377
"trhra","TRHR","ENSG00000174417",7201
"ttc29","TTC29","ENSG00000137473",83894
"trak1a","TRAK1","ENSG00000182606",22906
"cdh26.2","CDH26","ENSG00000124215",60437
"tmem245","TMEM245","ENSG00000106771",23731
"tsnare1","TSNARE1","ENSG00000171045",203062
"faxcb","FAXC","ENSG00000146267",84553
"cdh26.1","CDH26","ENSG00000124215",60437
"cenpw","CENPW","ENSG00000203760",387103
"cd79a","CD79A","ENSG00000105369",973
"ciz1a","CIZ1","ENSG00000148337",25792
"sphk2","SPHK2","ENSG00000063176",56848
"fbxo21","FBXO21","ENSG00000135108",23014
"vgll4a","VGLL4","ENSG00000144560",9686
"dus2","DUS2","ENSG00000167264",54920
"ttll5","TTLL5","ENSG00000119685",23093
"virma","VIRMA","ENSG00000164944",25962
"foxj2","FOXJ2","ENSG00000065970",55810
"ulk4","ULK4","ENSG00000168038",54986
"rbm10","RBM10","ENSG00000182872",8241
"nfatc3b","NFATC3","ENSG00000072736",4775
"alkbh8","ALKBH8","ENSG00000137760",91801
"arhgap31","ARHGAP31","ENSG00000031081",57514
"ttyh1","TTYH1","ENSG00000276537",57348
"ttyh1","TTYH1","ENSG00000276887",57348
"ttyh1","TTYH1","ENSG00000275650",57348
"ttyh1","TTYH1","ENSG00000167614",57348
"znf574","ZNF574","ENSG00000105732",64763
"znf526","ZNF526","ENSG00000167625",116115
"znf804b","ZNF804B","ENSG00000182348",219578
"cep162","CEP162","ENSG00000135315",22832
"gba","GBA","ENSG00000262446",2629
"gba","GBA","ENSG00000177628",2629
"cacng6b","CACNG6","ENSG00000130433",59285
"rusc1","RUSC1","ENSG00000160753",23623
"phf1","PHF1","ENSG00000225553",5252
"phf1","PHF1","ENSG00000239756",NA
"phf1","PHF1","ENSG00000112511",5252
"ptger1b","PTGER1","ENSG00000160951",5731
"mfap5","MFAP5","ENSG00000197614",8076
"cd4-1","CD4","ENSG00000010610",920
"nbeal2","NBEAL2","ENSG00000160796",23218
"kdf1b","KDF1","ENSG00000175707",126695
"inpp5d","INPP5D","ENSG00000281614",3635
"inpp5d","INPP5D","ENSG00000168918",3635
"znf687a","ZNF687","ENSG00000143373",57592
"shisa7a","SHISA7","ENSG00000187902",729956
"l3mbtl1b","L3MBTL1","ENSG00000185513",26013
"kiaa0319","KIAA0319","ENSG00000137261",9856
"hivep3b","HIVEP3","ENSG00000127124",59269
"wnt7ab","WNT7A","ENSG00000154764",7476
"ttf1.5","TTF1","ENSG00000125482",7270
"kcnj14","KCNJ14","ENSG00000182324",3770
"ttf1.4","TTF1","ENSG00000125482",7270
"ephb6","EPHB6","ENSG00000275482",2051
"ephb6","EPHB6","ENSG00000106123",2051
"itga10","ITGA10","ENSG00000143127",8515
"dbpb","DBP","ENSG00000105516",1628
"tspan2b","TSPAN2","ENSG00000134198",10100
"mlxipl","MLXIPL","ENSG00000009950",51085
"armc9","ARMC9","ENSG00000135931",80210
"nek11","NEK11","ENSG00000114670",79858
"ccka","CCK","ENSG00000187094",885
"dnah11","DNAH11","ENSG00000105877",8701
"gpr155a","GPR155","ENSG00000163328",151556
"zbtb16b","ZBTB16","ENSG00000109906",7704
"hps6","HPS6","ENSG00000166189",79803
"gpr174","GPR174","ENSG00000147138",84636
"col4a4","COL4A4","ENSG00000081052",1286
"col4a6","COL4A6","ENSG00000197565",1288
"hecw2b","HECW2","ENSG00000138411",57520
"tmeff2b","TMEFF2","ENSG00000144339",23671
"tns2b","TNS2","ENSG00000111077",23371
"foxj3","FOXJ3","ENSG00000198815",22887
"cltb","CLTB","ENSG00000175416",1212
"uimc1","UIMC1","ENSG00000087206",51720
"rgs14b","RGS14","ENSG00000169220",10636
"slc34a1a","SLC34A1","ENSG00000131183",6569
"slc34a1b","SLC34A1","ENSG00000131183",6569
"grk6","GRK6","ENSG00000198055",2870
"prr7","PRR7","ENSG00000131188",80758
"dok3","DOK3","ENSG00000146094",79930
"impg1b","IMPG1","ENSG00000112706",3617
"usp38","USP38","ENSG00000170185",84640
"ankrd13d","ANKRD13D","ENSG00000172932",338692
"kdm3b","KDM3B","ENSG00000120733",51780
"kdm2ab","KDM2A","ENSG00000173120",22992
"ccdc33","CCDC33","ENSG00000288407",80125
"ccdc33","CCDC33","ENSG00000140481",80125
"arhgef6","ARHGEF6","ENSG00000129675",9459
"mrpl42","MRPL42","ENSG00000198015",28977
"spg11","SPG11","ENSG00000104133",80208
"lins1","LINS1","ENSG00000140471",55180
"lrrk1","LRRK1","ENSG00000154237",79705
"fbxw10","FBXW10","ENSG00000171931",10517
"med9","MED9","ENSG00000141026",55090
"timm22","TIMM22","ENSG00000278501",29928
"timm22","TIMM22","ENSG00000277649",29928
"timm22","TIMM22","ENSG00000177370",29928
"mapk8ip1a","MAPK8IP1","ENSG00000121653",9479
"srpk3","SRPK3","ENSG00000184343",26576
"gpam","GPAM","ENSG00000119927",57678
"dnmbp","DNMBP","ENSG00000107554",23268
"cxcl8b.1","CXCL8","ENSG00000169429",3576
"tcerg1b","TCERG1","ENSG00000113649",10915
"ppp2r2ba","PPP2R2B","ENSG00000156475",5521
"ptpn9a","PTPN9","ENSG00000169410",5780
"hbae5","HBZ","ENSG00000130656",3050
"avpr1aa","AVPR1A","ENSG00000166148",552
"ptpn5","PTPN5","ENSG00000110786",84867
"ptprt","PTPRT","ENSG00000196090",11122
"ptprr","PTPRR","ENSG00000153233",5801
"zdbf2","ZDBF2","ENSG00000283649",57683
"zdbf2","ZDBF2","ENSG00000204186",57683
"ptprga","PTPRG","ENSG00000144724",5793
"ptprgb","PTPRG","ENSG00000144724",5793
"atp10a","ATP10A","ENSG00000206190",57194
"gabrb3","GABRB3","ENSG00000166206",2562
"ptprfl","PTPRF","ENSG00000142949",5792
"gabarapb","GABARAP","ENSG00000170296",11337
"ptprda","PTPRD","ENSG00000282932",NA
"ptprda","PTPRD","ENSG00000153707",5789
"ptprsb","PTPRS","ENSG00000105426",5802
"man2c1","MAN2C1","ENSG00000140400",4123
"pcare1","PCARE","ENSG00000179270",388939
"b3galt6","B3GALT6","ENSG00000176022",126792
"tnfrsf18","TNFRSF18","ENSG00000186891",8784
"zbtb22a","ZBTB22","ENSG00000227780",9278
"zbtb22a","ZBTB22","ENSG00000237056",9278
"zbtb22a","ZBTB22","ENSG00000206280",9278
"zbtb22a","ZBTB22","ENSG00000229253",9278
"zbtb22a","ZBTB22","ENSG00000236104",9278
"fmn2a","FMN2","ENSG00000155816",56776
"ptprb","PTPRB","ENSG00000127329",5787
"ptprmb","PTPRM","ENSG00000173482",5797
"tnfsf18","TNFSF18","ENSG00000120337",8995
"tnfrsf9b","TNFRSF9","ENSG00000049249",3604
"tnfsf14","TNFSF14","ENSG00000125735",8740
"pusl1","PUSL1","ENSG00000169972",126789
"slc1a7b","SLC1A7","ENSG00000162383",6512
"plch2b","PLCH2","ENSG00000276429",9651
"plch2b","PLCH2","ENSG00000149527",9651
"mmel1","MMEL1","ENSG00000277131",79258
"mmel1","MMEL1","ENSG00000142606",79258
"megf6b","MEGF6","ENSG00000162591",1953
"cabp7a","CABP7","ENSG00000100314",164633
"plekhg4b","PLEKHG4B","ENSG00000153404",153478
"cep72","CEP72","ENSG00000280688",NA
"cep72","CEP72","ENSG00000112877",55722
"tppp","TPPP","ENSG00000171368",11076
"mtrr","MTRR","ENSG00000124275",4552
"prodhb","PRODH","ENSG00000100033",5625
"zdhhc5b","ZDHHC5","ENSG00000156599",25921
"scarf2","SCARF2","ENSG00000244486",91179
"cep20","CEP20","ENSG00000276914",123811
"cep20","CEP20","ENSG00000133393",123811
"myh11b","MYH11","ENSG00000276480",4629
"myh11b","MYH11","ENSG00000133392",4629
"ptk7b","PTK7","ENSG00000112655",5754
"rgl3a","RGL3","ENSG00000205517",57139
"rgl3b","RGL3","ENSG00000205517",57139
"rasal3","RASAL3","ENSG00000105122",64926
"hsd11b1lb","HSD11B1L","ENSG00000167733",374875
"phldb3","PHLDB3","ENSG00000176531",653583
"gpr4","GPR4","ENSG00000177464",2828
"polr1g","POLR1G","ENSG00000117877",10849
"ccdc175","CCDC175","ENSG00000151838",729665
"noxo1b","NOXO1","ENSG00000196408",124056
"rai1","RAI1","ENSG00000108557",10743
"sdr42e2","SDR42E2","ENSG00000183921",100288072
"cdr2b","CDR2","ENSG00000140743",1039
"cdr2a","CDR2","ENSG00000140743",1039
"mosmoa","MOSMO","ENSG00000284487",730094
"mosmoa","MOSMO","ENSG00000185716",730094
"foxp4","FOXP4","ENSG00000137166",116113
"ppp2r5b","PPP2R5B","ENSG00000068971",5526
"mtpap","MTPAP","ENSG00000107951",55149
"tut7","TUT7","ENSG00000083223",79670
"kcnma1b","KCNMA1","ENSG00000156113",3778
"dlgap2a","DLGAP2","ENSG00000282103",9228
"dlgap2a","DLGAP2","ENSG00000282152",9228
"dlgap2a","DLGAP2","ENSG00000274161",9228
"dlgap2a","DLGAP2","ENSG00000282318",9228
"dlgap2a","DLGAP2","ENSG00000198010",9228
"dlgap4b","DLGAP4","ENSG00000080845",22839
"epb41l2","EPB41L2","ENSG00000079819",2037
"xrra1","XRRA1","ENSG00000166435",143570
"sh3pxd2ab","SH3PXD2A","ENSG00000107957",9644
"sorcs1","SORCS1","ENSG00000108018",114815
"tmem26a","TMEM26","ENSG00000196932",219623
"bicc1a","BICC1","ENSG00000122870",80114
"rims1b","RIMS1","ENSG00000079841",22999
"pnoca","PNOC","ENSG00000168081",5368
"synpo2b","SYNPO2","ENSG00000172403",171024
"rap1gds1","RAP1GDS1","ENSG00000138698",5910
"phactr1","PHACTR1","ENSG00000112137",221692
"rims4","RIMS4","ENSG00000101098",140730
"rspo4","RSPO4","ENSG00000101282",343637
"angpt4","ANGPT4","ENSG00000101280",51378
"serinc3","SERINC3","ENSG00000132824",10955
"xkr8.1","XKR8","ENSG00000158156",55113
"xkr8.2","XKR8","ENSG00000158156",55113
"anks1ab","ANKS1A","ENSG00000064999",23294
"selp","SELP","ENSG00000174175",6403
"abhd15b","ABHD15","ENSG00000168792",116236
"mical2a","MICAL2","ENSG00000133816",9645
"mical2a","MICAL2","ENSG00000133816",84953
"cyp2r1","CYP2R1","ENSG00000186104",120227
"micall1a","MICALL1","ENSG00000100139",85377
"rxfp1","RXFP1","ENSG00000171509",59350
"ttc37","TTC37","ENSG00000198677",9652
"mctp1a","MCTP1","ENSG00000175471",79772
"cert1b","CERT1","ENSG00000113163",10087
"ap1m1","AP1M1","ENSG00000072958",8907
"rnf167","RNF167","ENSG00000108523",26001
"adcyap1r1b","ADCYAP1R1","ENSG00000078549",117
"ghrhrb","GHRHR","ENSG00000106128",2692
"gphna","GPHN","ENSG00000171723",10243
"f2rl2","F2RL2","ENSG00000164220",2151
"fam120a","FAM120A","ENSG00000048828",23196
"p4htm","P4HTM","ENSG00000178467",54681
"lhfpl5a","LHFPL5","ENSG00000197753",222662
"cass4","CASS4","ENSG00000087589",57091
"ppp1r3db","PPP1R3D","ENSG00000132825",5509
"bcl11bb","BCL11B","ENSG00000127152",64919
"glt1d1","GLT1D1","ENSG00000151948",144423
"prrc2b","PRRC2B","ENSG00000130723",84726
"nup214","NUP214","ENSG00000126883",8021
"qsox2","QSOX2","ENSG00000165661",169714
"gpsm1b","GPSM1","ENSG00000160360",26086
"ldlrad2","LDLRAD2","ENSG00000187942",401944
"naa80","NAA80","ENSG00000243477",24142
"agbl1","AGBL1","ENSG00000273540",123624
"slc16a6a","SLC16A6","ENSG00000108932",9120
"abcc6b.2","ABCC6","ENSG00000275331",368
"abcc6b.2","ABCC6","ENSG00000091262",368
"slc16a6b","SLC16A6","ENSG00000108932",9120
"p2ry12","P2RY12","ENSG00000169313",64805
"p2ry13","P2RY13","ENSG00000181631",53829
"rnf212","RNF212","ENSG00000178222",285498
"jakmip1","JAKMIP1","ENSG00000152969",152789
"slc43a3a","SLC43A3","ENSG00000134802",29015
"ctnnd1","CTNND1","ENSG00000198561",1500
"si:dkey-31g6.6","C17orf67","ENSG00000214226",339210
"cdhr1b","CDHR1","ENSG00000148600",92211
"slc25a38b","SLC25A38","ENSG00000144659",54977
"gb:ee300746","CXorf58","ENSG00000165182",254158
"slc4a1b","SLC4A1","ENSG00000004939",6521
"l3mbtl4","L3MBTL4","ENSG00000154655",91133
"tmem200ca","TMEM200C","ENSG00000206432",645369
"rinl","RINL","ENSG00000282895",126432
"rinl","RINL","ENSG00000187994",126432
"lhfpl4b","LHFPL4","ENSG00000156959",375323
"tdp2a","TDP2","ENSG00000111802",51567
"evi5a","EVI5","ENSG00000067208",7813
"kl","KL","ENSG00000133116",9365
"ccl25a","CCL25","ENSG00000131142",6370
"ccl25b","CCL25","ENSG00000131142",6370
"lamc2","LAMC2","ENSG00000058085",3918
"adamts3","ADAMTS3","ENSG00000156140",9508
"sash1b","SASH1","ENSG00000111961",23328
"aff1","AFF1","ENSG00000172493",4299
"si:ch211-191o15.6","CXorf65","ENSG00000204165",158830
"mogat3b","MOGAT3","ENSG00000106384",346606
"smc6","SMC6","ENSG00000163029",79677
"kcnk4b","KCNK4","ENSG00000182450",50801
"kcnk7","KCNK7","ENSG00000173338",10089
"eml3","EML3","ENSG00000149499",256364
"peli3","PELI3","ENSG00000174516",246330
"ost4","OST4","ENSG00000228474",100128731
"tmem214","TMEM214","ENSG00000119777",54867
"osbpl8","OSBPL8","ENSG00000091039",114882
"glipr1a","GLIPR1","ENSG00000139278",11010
"akt3b","AKT3","ENSG00000275199",10000
"akt3b","AKT3","ENSG00000117020",10000
"fam161a","FAM161A","ENSG00000170264",84140
"pdzd8","PDZD8","ENSG00000165650",118987
"akap12a","AKAP12","ENSG00000131016",9590
"peli1a","PELI1","ENSG00000197329",57162
"smoc1","SMOC1","ENSG00000198732",64093
"alg10","ALG10","ENSG00000139133",84920
"alg10","ALG10B","ENSG00000175548",144245
"gxylt1a","GXYLT1","ENSG00000151233",283464
"lrrc18b","LRRC18","ENSG00000165383",474354
"frmpd2","FRMPD2","ENSG00000170324",143162
"gb:bf158330","C10orf71","ENSG00000177354",118461
"cdkn2d","CDKN2D","ENSG00000129355",1032
"rps19bp1","RPS19BP1","ENSG00000187051",91582
"ankrd34a","ANKRD34A","ENSG00000272031",284615
"ccdc66","CCDC66","ENSG00000180376",285331
"ip6k1","IP6K1","ENSG00000176095",9807
"atp6ap1la","ATP6AP1L","ENSG00000205464",92270
"cep83","CEP83","ENSG00000173588",51134
"pot1","POT1","ENSG00000128513",25913
"ecrg4b","ECRG4","ENSG00000119147",84417
"mrpl52","MRPL52","ENSG00000172590",122704
"nptx2b","NPTX2","ENSG00000106236",4885
"man2a2","MAN2A2","ENSG00000196547",4122
"slc19a1","SLC19A1","ENSG00000173638",6573
"ube2o","UBE2O","ENSG00000175931",63893
"mgrn1b","MGRN1","ENSG00000102858",23295
"lig1","LIG1","ENSG00000105486",3978
"col5a2b","COL5A2","ENSG00000204262",1290
"otofb","OTOF","ENSG00000115155",9381
"jupb","JUP","ENSG00000173801",3728
"clcn5b","CLCN5","ENSG00000171365",1184
"ampd3a","AMPD3","ENSG00000133805",272
"foxf2a","FOXF2","ENSG00000137273",2295
"ggt1b","GGT1","ENSG00000100031",2678
"mfap4.3","MFAP4","ENSG00000166482",4239
"kcna1a","KCNA1","ENSG00000111262",3736
"slc16a1a","SLC16A1","ENSG00000281917",6566
"slc16a1a","SLC16A1","ENSG00000155380",6566
"pip5k1cb","PIP5K1C","ENSG00000186111",23396
"rxfp2b","RXFP2","ENSG00000133105",122042
"mfap4.13","MFAP4","ENSG00000166482",4239
"gna15.2","GNA15","ENSG00000060558",2769
"egln1a","EGLN1","ENSG00000135766",54583
"mfap4.12","MFAP4","ENSG00000166482",4239
"cnga1b","CNGA1","ENSG00000198515",1259
"slc6a2","SLC6A2","ENSG00000103546",6530
"cers2b","CERS2","ENSG00000143418",29956
"znf366","ZNF366","ENSG00000178175",167465
"tubb1","TUBB1","ENSG00000101162",81027
"celf3b","CELF3","ENSG00000159409",11189
"pitpnab","PITPNA","ENSG00000174238",5306
"plekha1b","PLEKHA1","ENSG00000107679",59338
"slitrk5b","SLITRK5","ENSG00000165300",26050
"def6b","DEF6","ENSG00000023892",50619
"h6pd","H6PD","ENSG00000049239",9563
"slc25a22a","SLC25A22","ENSG00000177542",79751
"slc25a22b","SLC25A22","ENSG00000177542",79751
"lpar6b","LPAR6","ENSG00000139679",10161
"dclk2b","DCLK2","ENSG00000170390",166614
"fam160a1b","FAM160A1","ENSG00000164142",729830
"nexmifa","NEXMIF","ENSG00000050030",340533
"limk1b","LIMK1","ENSG00000106683",3984
"itga4","ITGA4","ENSG00000115232",3676
"tulp1b","TULP1","ENSG00000112041",7287
"smdt1a","SMDT1","ENSG00000272835",91689
"smdt1a","SMDT1","ENSG00000274112",91689
"smdt1a","SMDT1","ENSG00000272901",91689
"smdt1a","SMDT1","ENSG00000183172",91689
"agtr1b","AGTR1","ENSG00000144891",185
"kel","KEL","ENSG00000276615",3792
"kel","KEL","ENSG00000197993",3792
"colq","COLQ","ENSG00000206561",8292
"tecta","TECTA","ENSG00000109927",7007
"tecta","TECTA","ENSG00000109927",116804918
"tulp1a","TULP1","ENSG00000112041",7287
"znf407","ZNF407","ENSG00000215421",55628
"rft1","RFT1","ENSG00000163933",91869
"col24a1","COL24A1","ENSG00000171502",255631
"myot","MYOT","ENSG00000120729",9499
"pjvk","PJVK","ENSG00000204311",494513
"capn10","CAPN10","ENSG00000142330",11132
"sost","SOST","ENSG00000167941",50964
"sacs","SACS","ENSG00000151835",26278
"b3glcta","B3GLCT","ENSG00000187676",145173
"oat","OAT","ENSG00000065154",4942
"phkb","PHKB","ENSG00000102893",5257
"antxr1a","ANTXR1","ENSG00000169604",84168
"kdf1a","KDF1","ENSG00000175707",126695
"lars1a","LARS1","ENSG00000133706",51520
"tnk2b","TNK2","ENSG00000061938",10188
"ubox5","UBOX5","ENSG00000185019",22888
"gbe1a","GBE1","ENSG00000114480",2632
"dnah5","DNAH5","ENSG00000039139",1767
"nfxl1","NFXL1","ENSG00000170448",152518
"prokr1a","PROKR1","ENSG00000169618",10887
"gpr63","GPR63","ENSG00000112218",81491
"bcl2b","BCL2","ENSG00000171791",596
"lgr6","LGR6","ENSG00000133067",59352
"unc13d","UNC13D","ENSG00000092929",201294
"aff2","AFF2","ENSG00000155966",2334
"lamtor5","LAMTOR5","ENSG00000134248",10542
"gpr37l1a","GPR37L1","ENSG00000170075",9283
"ubxn2a","UBXN2A","ENSG00000173960",165324
"mid1","MID1","ENSG00000101871",4281
"pthlhb","PTHLH","ENSG00000087494",5744
"atad2b","ATAD2B","ENSG00000119778",54454
"best1","BEST1","ENSG00000167995",7439
"atp5f1e","ATP5F1E","ENSG00000124172",514
"smpd1","SMPD1","ENSG00000166311",6609
"dipk2b","DIPK2B","ENSG00000147113",79742
"inpp5b","INPP5B","ENSG00000204084",3633
"srpx2","SRPX2","ENSG00000102359",27286
"kif21a","KIF21A","ENSG00000139116",55605
"alkal1","ALKAL1","ENSG00000196711",389658
"clcf1","CLCF1","ENSG00000175505",23529
"gckr","GCKR","ENSG00000084734",2646
"lzts3b","LZTS3","ENSG00000088899",9762
"tti2","TTI2","ENSG00000129696",80185
"gpr78a","GPR78","ENSG00000155269",27201
"gcnt3","GCNT3","ENSG00000140297",9245
"micall1b.1","MICALL1","ENSG00000100139",85377
"slc19a2","SLC19A2","ENSG00000117479",10560
"cfap57","CFAP57","ENSG00000243710",149465
"reep1","REEP1","ENSG00000068615",65055
"ccdc171","CCDC171","ENSG00000164989",203238
"ercc6l2","ERCC6L2","ENSG00000182150",375748
"fyco1a","FYCO1","ENSG00000163820",79443
"abhd5b","ABHD5","ENSG00000011198",51099
"cdan1","CDAN1","ENSG00000140326",146059
"thbd","THBD","ENSG00000178726",7056
"col18a1b","COL18A1","ENSG00000182871",80781
"rbm27","RBM27","ENSG00000091009",54439
"ltc4s","LTC4S","ENSG00000283887",4056
"ltc4s","LTC4S","ENSG00000213316",4056
"znhit6","ZNHIT6","ENSG00000117174",54680
"itgb2","ITGB2","ENSG00000160255",3689
"triobpa","TRIOBP","ENSG00000100106",11078
"slc19a3a","SLC19A3","ENSG00000135917",80704
"rorc","RORC","ENSG00000143365",6097
"avpr2ab","AVPR2","ENSG00000126895",554
"tbx19","TBX19","ENSG00000143178",9095
"hace1","HACE1","ENSG00000085382",57531
"mocs2","MOCS2","ENSG00000164172",4338
"ush1gb","USH1G","ENSG00000182040",124590
"zc3h12a","ZC3H12A","ENSG00000163874",80149
"frk","FRK","ENSG00000111816",2444
"clec3ba","CLEC3B","ENSG00000163815",7123
"pcare2","PCARE","ENSG00000179270",388939
"ttf2","TTF2","ENSG00000116830",8458
"pkp1a","PKP1","ENSG00000081277",5317
"cenpx","CENPX","ENSG00000169689",201254
"zpld1a","ZPLD1","ENSG00000170044",131368
"tmem145","TMEM145","ENSG00000167619",284339
"sema4aa","SEMA4A","ENSG00000196189",64218
"themis2","THEMIS2","ENSG00000130775",9473
"tcf20","TCF20","ENSG00000262024",6942
"tcf20","TCF20","ENSG00000276461",6942
"tcf20","TCF20","ENSG00000280467",6942
"tcf20","TCF20","ENSG00000283026",6942
"tcf20","TCF20","ENSG00000281897",6942
"tcf20","TCF20","ENSG00000282892",6942
"tcf20","TCF20","ENSG00000283681",6942
"tcf20","TCF20","ENSG00000100207",6942
"wfikkn2b","WFIKKN2","ENSG00000173714",124857
"spag9b","SPAG9","ENSG00000008294",9043
"proca1","PROCA1","ENSG00000167525",147011
"csdc2b","CSDC2","ENSG00000172346",27254
"ypel2b","YPEL2","ENSG00000175155",388403
"tob2","TOB2","ENSG00000183864",10766
"fam222bb","FAM222B","ENSG00000173065",55731
"galnt17","GALNT17","ENSG00000185274",64409
"nampt1","NAMPT","ENSG00000105835",10135
"sypl1","SYPL1","ENSG00000008282",6856
"hlfb","HLF","ENSG00000108924",3131
"stxbp4","STXBP4","ENSG00000166263",252983
"iqub","IQUB","ENSG00000164675",154865
"grm8a","GRM8","ENSG00000179603",2918
"grm8b","GRM8","ENSG00000179603",2918
"masp1","MASP1","ENSG00000127241",5648
"asb15a","ASB15","ENSG00000146809",142685
"fgd4b","FGD4","ENSG00000139132",121512
"bicd1b","BICD1","ENSG00000151746",636
"cracr2aa","CRACR2A","ENSG00000130038",84766
"spock1","SPOCK1","ENSG00000152377",6695
"cd44a","CD44","ENSG00000026508",960
"cd44b","CD44","ENSG00000026508",960
"ntng2b","NTNG2","ENSG00000196358",84628
"thpo","THPO","ENSG00000090534",7066
"arhgap9","ARHGAP9","ENSG00000123329",64333
"kif5ab","KIF5A","ENSG00000155980",3798
"itgam","ITGAM","ENSG00000169896",3684
"npc1l1","NPC1L1","ENSG00000015520",29881
"susd4","SUSD4","ENSG00000143502",55061
"gfra3","GFRA3","ENSG00000146013",2676
"shprh","SHPRH","ENSG00000146414",257218
