# SignalP-5.0	Organism: Eukarya	Timestamp: 20230728094043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENSDART00000173807	OTHER	0.000300	0.999700	
ENSDART00000173827	OTHER	0.001112	0.998888	
ENSDART00000173861	SP(Sec/SPI)	0.925334	0.074666	CS pos: 21-22. AWA-FS. Pr: 0.7375
ENSDART00000173881	OTHER	0.006368	0.993632	
ENSDART00000173884	OTHER	0.003279	0.996721	
ENSDART00000173925	OTHER	0.000622	0.999378	
ENSDART00000173958	OTHER	0.035299	0.964701	
ENSDART00000173963	OTHER	0.028237	0.971763	
ENSDART00000173974	OTHER	0.003081	0.996919	
ENSDART00000174018	OTHER	0.000806	0.999194	
ENSDART00000174031	OTHER	0.001943	0.998057	
ENSDART00000174223	OTHER	0.000433	0.999567	
ENSDART00000174340	OTHER	0.001240	0.998760	
ENSDART00000174568	OTHER	0.000352	0.999648	
ENSDART00000174703	OTHER	0.027421	0.972579	
ENSDART00000174713	SP(Sec/SPI)	0.993380	0.006620	CS pos: 16-17. IHA-DS. Pr: 0.6802
ENSDART00000174720	OTHER	0.149582	0.850418	
ENSDART00000174813	OTHER	0.000540	0.999460	
ENSDART00000175148	OTHER	0.147130	0.852870	
ENSDART00000175182	SP(Sec/SPI)	0.909705	0.090295	CS pos: 37-38. TSA-HG. Pr: 0.5464
ENSDART00000175224	SP(Sec/SPI)	0.582440	0.417560	CS pos: 16-17. GMG-YL. Pr: 0.2327
ENSDART00000175254	OTHER	0.030124	0.969876	
ENSDART00000175269	OTHER	0.075151	0.924849	
ENSDART00000175330	OTHER	0.000799	0.999201	
ENSDART00000175487	OTHER	0.000318	0.999682	
ENSDART00000175508	OTHER	0.000649	0.999351	
ENSDART00000175585	OTHER	0.000727	0.999273	
ENSDART00000175825	OTHER	0.000304	0.999696	
ENSDART00000175860	OTHER	0.000450	0.999550	
ENSDART00000175869	OTHER	0.004832	0.995168	
ENSDART00000175891	OTHER	0.001453	0.998547	
ENSDART00000175959	OTHER	0.136178	0.863822	
ENSDART00000176008	OTHER	0.000571	0.999429	
ENSDART00000176022	OTHER	0.001088	0.998912	
ENSDART00000176216	OTHER	0.001196	0.998804	
ENSDART00000176354	OTHER	0.002877	0.997123	
ENSDART00000176517	OTHER	0.000569	0.999431	
ENSDART00000176535	SP(Sec/SPI)	0.991580	0.008420	CS pos: 25-26. VKA-ED. Pr: 0.9706
ENSDART00000176570	OTHER	0.000292	0.999708	
ENSDART00000176578	OTHER	0.114781	0.885219	
ENSDART00000177476	OTHER	0.001168	0.998832	
ENSDART00000177664	OTHER	0.000722	0.999278	
ENSDART00000177790	SP(Sec/SPI)	0.832085	0.167915	CS pos: 29-30. CRG-AI. Pr: 0.3764
ENSDART00000177914	OTHER	0.017359	0.982641	
ENSDART00000178169	OTHER	0.002761	0.997239	
ENSDART00000178209	OTHER	0.004752	0.995248	
ENSDART00000178326	SP(Sec/SPI)	0.642431	0.357569	CS pos: 14-15. SSA-EK. Pr: 0.4976
ENSDART00000178697	OTHER	0.009160	0.990840	
ENSDART00000178746	OTHER	0.000487	0.999513	
ENSDART00000178749	OTHER	0.001248	0.998752	
ENSDART00000178840	OTHER	0.002155	0.997845	
ENSDART00000178997	SP(Sec/SPI)	0.997535	0.002465	CS pos: 19-20. SSA-FT. Pr: 0.3981
ENSDART00000179357	OTHER	0.000810	0.999190	
ENSDART00000179450	SP(Sec/SPI)	0.995730	0.004270	CS pos: 23-24. VNG-TN. Pr: 0.9497
ENSDART00000179686	OTHER	0.000582	0.999418	
ENSDART00000179723	OTHER	0.000390	0.999610	
ENSDART00000179726	OTHER	0.002077	0.997923	
ENSDART00000179791	SP(Sec/SPI)	0.978414	0.021586	CS pos: 31-32. SQA-DS. Pr: 0.8377
ENSDART00000179816	OTHER	0.003074	0.996926	
ENSDART00000179831	OTHER	0.000812	0.999188	
ENSDART00000179903	OTHER	0.002525	0.997475	
ENSDART00000179998	OTHER	0.002585	0.997415	
ENSDART00000180013	OTHER	0.017359	0.982641	
ENSDART00000180036	OTHER	0.001596	0.998404	
ENSDART00000180106	SP(Sec/SPI)	0.971227	0.028773	CS pos: 14-15. CTG-TE. Pr: 0.4618
ENSDART00000180225	OTHER	0.000592	0.999408	
ENSDART00000180289	OTHER	0.021696	0.978304	
ENSDART00000180355	OTHER	0.000857	0.999143	
ENSDART00000180361	OTHER	0.005518	0.994482	
ENSDART00000180375	OTHER	0.003784	0.996216	
ENSDART00000180450	OTHER	0.000270	0.999730	
ENSDART00000180463	OTHER	0.000968	0.999032	
ENSDART00000180511	OTHER	0.000678	0.999322	
ENSDART00000180518	OTHER	0.000745	0.999255	
ENSDART00000180537	OTHER	0.001337	0.998663	
ENSDART00000180539	SP(Sec/SPI)	0.582997	0.417003	CS pos: 37-38. VCC-EQ. Pr: 0.4459
ENSDART00000180605	OTHER	0.001020	0.998980	
ENSDART00000180606	OTHER	0.001595	0.998405	
ENSDART00000180683	SP(Sec/SPI)	0.954968	0.045032	CS pos: 25-26. TLA-LP. Pr: 0.7197
ENSDART00000180782	SP(Sec/SPI)	0.831646	0.168354	CS pos: 21-22. CFG-FT. Pr: 0.4637
ENSDART00000180786	OTHER	0.000394	0.999606	
ENSDART00000180807	OTHER	0.002221	0.997779	
ENSDART00000180951	OTHER	0.004542	0.995458	
ENSDART00000180955	OTHER	0.006368	0.993632	
ENSDART00000180973	OTHER	0.000268	0.999732	
ENSDART00000181059	OTHER	0.001242	0.998758	
ENSDART00000181072	OTHER	0.001611	0.998389	
ENSDART00000181160	OTHER	0.053218	0.946782	
ENSDART00000181163	OTHER	0.002515	0.997485	
ENSDART00000181170	OTHER	0.002677	0.997323	
ENSDART00000181245	SP(Sec/SPI)	0.999138	0.000862	CS pos: 21-22. ASA-QK. Pr: 0.8841
ENSDART00000181256	OTHER	0.019317	0.980683	
ENSDART00000181258	OTHER	0.008490	0.991510	
ENSDART00000181321	OTHER	0.001307	0.998693	
ENSDART00000181407	OTHER	0.000540	0.999460	
ENSDART00000181462	OTHER	0.000666	0.999334	
ENSDART00000181480	OTHER	0.221692	0.778308	
ENSDART00000181499	OTHER	0.000364	0.999636	
ENSDART00000181513	OTHER	0.005126	0.994874	
ENSDART00000181584	OTHER	0.001037	0.998963	
ENSDART00000181595	SP(Sec/SPI)	0.985174	0.014826	CS pos: 22-23. CRC-SD. Pr: 0.8674
ENSDART00000181603	OTHER	0.005698	0.994302	
ENSDART00000181606	OTHER	0.000753	0.999247	
ENSDART00000181833	OTHER	0.489263	0.510737	
ENSDART00000181876	OTHER	0.021308	0.978692	
ENSDART00000181972	OTHER	0.002055	0.997945	
ENSDART00000181981	OTHER	0.002490	0.997510	
ENSDART00000182027	OTHER	0.000662	0.999338	
ENSDART00000182085	OTHER	0.012578	0.987422	
ENSDART00000182125	OTHER	0.000303	0.999697	
ENSDART00000182148	SP(Sec/SPI)	0.870110	0.129890	CS pos: 29-30. VLA-KD. Pr: 0.8267
ENSDART00000182167	OTHER	0.000746	0.999254	
ENSDART00000182258	SP(Sec/SPI)	0.999385	0.000615	CS pos: 20-21. ASA-QW. Pr: 0.9902
ENSDART00000182316	OTHER	0.000345	0.999655	
ENSDART00000182363	OTHER	0.006368	0.993632	
ENSDART00000182365	SP(Sec/SPI)	0.993546	0.006454	CS pos: 16-17. VLA-DT. Pr: 0.8784
ENSDART00000182377	SP(Sec/SPI)	0.813574	0.186426	CS pos: 25-26. IHA-GA. Pr: 0.5857
ENSDART00000182390	OTHER	0.000634	0.999366	
ENSDART00000182412	OTHER	0.001715	0.998285	
ENSDART00000182477	OTHER	0.005203	0.994797	
ENSDART00000182501	OTHER	0.003802	0.996198	
ENSDART00000182584	OTHER	0.000902	0.999098	
ENSDART00000182627	OTHER	0.000680	0.999320	
ENSDART00000182640	SP(Sec/SPI)	0.986894	0.013106	CS pos: 18-19. VNS-AS. Pr: 0.8825
ENSDART00000182647	OTHER	0.026107	0.973893	
ENSDART00000182731	OTHER	0.000666	0.999334	
ENSDART00000182734	OTHER	0.005113	0.994887	
ENSDART00000182741	OTHER	0.006345	0.993655	
ENSDART00000182864	OTHER	0.005905	0.994095	
ENSDART00000182874	OTHER	0.003725	0.996275	
ENSDART00000182884	OTHER	0.000923	0.999077	
ENSDART00000182889	OTHER	0.006016	0.993984	
ENSDART00000182979	SP(Sec/SPI)	0.939490	0.060510	CS pos: 28-29. GSA-IQ. Pr: 0.7571
ENSDART00000183012	OTHER	0.000706	0.999294	
ENSDART00000183033	OTHER	0.015536	0.984464	
ENSDART00000183125	SP(Sec/SPI)	0.997006	0.002994	CS pos: 23-24. TAA-QD. Pr: 0.5789
ENSDART00000183240	SP(Sec/SPI)	0.999385	0.000615	CS pos: 20-21. ASA-QW. Pr: 0.9902
ENSDART00000183264	OTHER	0.007255	0.992745	
ENSDART00000183269	OTHER	0.021300	0.978700	
ENSDART00000183329	OTHER	0.000854	0.999146	
ENSDART00000183380	SP(Sec/SPI)	0.764476	0.235524	CS pos: 22-23. VLA-DT. Pr: 0.7149
ENSDART00000183382	SP(Sec/SPI)	0.969673	0.030327	CS pos: 24-25. ALG-QV. Pr: 0.7295
ENSDART00000183426	SP(Sec/SPI)	0.985324	0.014676	CS pos: 26-27. ISG-CN. Pr: 0.3578
ENSDART00000183432	OTHER	0.000268	0.999732	
ENSDART00000183495	OTHER	0.022841	0.977159	
ENSDART00000183498	OTHER	0.000428	0.999572	
ENSDART00000183511	OTHER	0.002906	0.997094	
ENSDART00000183585	OTHER	0.000414	0.999586	
ENSDART00000183693	OTHER	0.000507	0.999493	
ENSDART00000183714	OTHER	0.001218	0.998782	
ENSDART00000183725	OTHER	0.002228	0.997772	
ENSDART00000183746	OTHER	0.002282	0.997718	
ENSDART00000183811	OTHER	0.000770	0.999230	
ENSDART00000183838	OTHER	0.000413	0.999587	
ENSDART00000183885	OTHER	0.001921	0.998079	
ENSDART00000183956	OTHER	0.000666	0.999334	
ENSDART00000183958	SP(Sec/SPI)	0.913463	0.086537	CS pos: 22-23. GFC-MR. Pr: 0.4927
ENSDART00000184039	SP(Sec/SPI)	0.978414	0.021586	CS pos: 31-32. SQA-DS. Pr: 0.8377
ENSDART00000184046	OTHER	0.017220	0.982780	
ENSDART00000184088	OTHER	0.000358	0.999642	
ENSDART00000184127	OTHER	0.006106	0.993894	
ENSDART00000184138	OTHER	0.000722	0.999278	
ENSDART00000184170	OTHER	0.000934	0.999066	
ENSDART00000184178	OTHER	0.000370	0.999630	
ENSDART00000184212	OTHER	0.000653	0.999347	
ENSDART00000184216	OTHER	0.000251	0.999749	
ENSDART00000184288	OTHER	0.010717	0.989283	
ENSDART00000184344	OTHER	0.034297	0.965703	
ENSDART00000184367	OTHER	0.008968	0.991032	
ENSDART00000184386	OTHER	0.000358	0.999642	
ENSDART00000184401	OTHER	0.000668	0.999332	
ENSDART00000184507	OTHER	0.000515	0.999485	
ENSDART00000184548	OTHER	0.002054	0.997946	
ENSDART00000184549	OTHER	0.001559	0.998441	
ENSDART00000184584	SP(Sec/SPI)	0.993380	0.006620	CS pos: 16-17. IHA-DS. Pr: 0.6802
ENSDART00000184600	OTHER	0.001337	0.998663	
ENSDART00000184630	OTHER	0.001444	0.998556	
ENSDART00000184714	SP(Sec/SPI)	0.831646	0.168354	CS pos: 21-22. CFG-FT. Pr: 0.4637
ENSDART00000184717	OTHER	0.256876	0.743124	
ENSDART00000184727	OTHER	0.000939	0.999061	
ENSDART00000184752	OTHER	0.009179	0.990821	
ENSDART00000184771	OTHER	0.001027	0.998973	
ENSDART00000184798	OTHER	0.000236	0.999764	
ENSDART00000184832	OTHER	0.000962	0.999038	
ENSDART00000184844	OTHER	0.001853	0.998147	
ENSDART00000184869	OTHER	0.001307	0.998693	
ENSDART00000184907	OTHER	0.001159	0.998841	
ENSDART00000184916	OTHER	0.407790	0.592210	
ENSDART00000185031	OTHER	0.003757	0.996243	
ENSDART00000185071	OTHER	0.000304	0.999696	
ENSDART00000185088	SP(Sec/SPI)	0.950255	0.049745	CS pos: 24-25. SDG-ST. Pr: 0.7100
ENSDART00000185189	OTHER	0.000697	0.999303	
ENSDART00000185199	OTHER	0.000556	0.999444	
ENSDART00000185346	OTHER	0.005106	0.994894	
ENSDART00000185368	OTHER	0.001795	0.998205	
ENSDART00000185388	OTHER	0.001857	0.998143	
ENSDART00000185424	OTHER	0.009150	0.990850	
ENSDART00000185430	OTHER	0.001986	0.998014	
ENSDART00000185481	OTHER	0.256876	0.743124	
ENSDART00000185548	OTHER	0.000547	0.999453	
ENSDART00000185578	OTHER	0.000968	0.999032	
ENSDART00000185594	OTHER	0.001064	0.998936	
ENSDART00000185626	OTHER	0.005184	0.994816	
ENSDART00000185757	OTHER	0.001548	0.998452	
ENSDART00000185810	OTHER	0.000158	0.999842	
ENSDART00000185822	SP(Sec/SPI)	0.696971	0.303029	CS pos: 17-18. VNE-IY. Pr: 0.4110
ENSDART00000185842	OTHER	0.000838	0.999162	
ENSDART00000185851	SP(Sec/SPI)	0.614621	0.385379	CS pos: 35-36. VGA-LT. Pr: 0.4947
ENSDART00000185994	SP(Sec/SPI)	0.971030	0.028970	CS pos: 27-28. PAA-VD. Pr: 0.2313
ENSDART00000186001	OTHER	0.075151	0.924849	
ENSDART00000186022	OTHER	0.088919	0.911081	
ENSDART00000186028	OTHER	0.001768	0.998232	
ENSDART00000186062	OTHER	0.001505	0.998495	
ENSDART00000186068	OTHER	0.000894	0.999106	
ENSDART00000186093	SP(Sec/SPI)	0.976718	0.023282	CS pos: 25-26. TEA-QI. Pr: 0.9384
ENSDART00000186112	SP(Sec/SPI)	0.992546	0.007454	CS pos: 24-25. SQA-AS. Pr: 0.8809
ENSDART00000186129	OTHER	0.000605	0.999395	
ENSDART00000186276	OTHER	0.000535	0.999465	
ENSDART00000186322	SP(Sec/SPI)	0.999609	0.000391	CS pos: 17-18. SLA-QD. Pr: 0.9659
ENSDART00000186332	SP(Sec/SPI)	0.966404	0.033596	CS pos: 20-21. ILG-EH. Pr: 0.5272
ENSDART00000186450	OTHER	0.002386	0.997614	
ENSDART00000186597	OTHER	0.000276	0.999724	
ENSDART00000186729	OTHER	0.000697	0.999303	
ENSDART00000186743	OTHER	0.001414	0.998586	
ENSDART00000186748	OTHER	0.000753	0.999247	
ENSDART00000186750	SP(Sec/SPI)	0.998184	0.001816	CS pos: 29-30. IHA-DS. Pr: 0.8617
ENSDART00000186762	OTHER	0.001211	0.998789	
ENSDART00000186802	OTHER	0.000678	0.999322	
ENSDART00000186852	OTHER	0.000886	0.999114	
ENSDART00000186958	OTHER	0.000318	0.999682	
ENSDART00000187009	OTHER	0.004729	0.995271	
ENSDART00000187036	OTHER	0.003253	0.996747	
ENSDART00000187199	OTHER	0.000553	0.999447	
ENSDART00000187285	OTHER	0.004120	0.995880	
ENSDART00000187440	OTHER	0.001470	0.998530	
ENSDART00000187517	OTHER	0.007006	0.992994	
ENSDART00000187561	OTHER	0.002083	0.997917	
ENSDART00000187579	SP(Sec/SPI)	0.897722	0.102278	CS pos: 28-29. VQG-AS. Pr: 0.8538
ENSDART00000187751	OTHER	0.007255	0.992745	
ENSDART00000187766	OTHER	0.221692	0.778308	
ENSDART00000187780	SP(Sec/SPI)	0.999385	0.000615	CS pos: 20-21. ASA-QW. Pr: 0.9902
ENSDART00000187807	SP(Sec/SPI)	0.999385	0.000615	CS pos: 20-21. ASA-QW. Pr: 0.9902
ENSDART00000187860	OTHER	0.023645	0.976355	
ENSDART00000187922	OTHER	0.004219	0.995781	
ENSDART00000187954	OTHER	0.001795	0.998205	
ENSDART00000187968	SP(Sec/SPI)	0.915729	0.084271	CS pos: 31-32. VLC-QT. Pr: 0.7327
ENSDART00000188036	OTHER	0.000268	0.999732	
ENSDART00000188045	OTHER	0.002808	0.997192	
ENSDART00000188130	SP(Sec/SPI)	0.997415	0.002585	CS pos: 18-19. CHG-NT. Pr: 0.9031
ENSDART00000188135	OTHER	0.000235	0.999765	
ENSDART00000188139	OTHER	0.000364	0.999636	
ENSDART00000188210	OTHER	0.001795	0.998205	
ENSDART00000188229	OTHER	0.001218	0.998782	
ENSDART00000188322	SP(Sec/SPI)	0.963936	0.036064	CS pos: 26-27. ISA-QN. Pr: 0.9191
ENSDART00000188323	OTHER	0.004469	0.995531	
ENSDART00000188360	OTHER	0.000982	0.999018	
ENSDART00000188415	OTHER	0.005135	0.994865	
ENSDART00000188421	OTHER	0.000457	0.999543	
ENSDART00000188428	OTHER	0.000994	0.999006	
ENSDART00000188487	OTHER	0.000672	0.999328	
ENSDART00000188547	OTHER	0.001194	0.998806	
ENSDART00000188550	OTHER	0.001431	0.998569	
ENSDART00000188576	OTHER	0.426278	0.573722	
ENSDART00000188584	OTHER	0.005351	0.994649	
ENSDART00000188594	OTHER	0.001599	0.998401	
ENSDART00000188625	OTHER	0.003811	0.996189	
ENSDART00000188651	OTHER	0.000715	0.999285	
ENSDART00000188670	SP(Sec/SPI)	0.832085	0.167915	CS pos: 29-30. CRG-AI. Pr: 0.3764
ENSDART00000188744	OTHER	0.046087	0.953913	
ENSDART00000188772	OTHER	0.005303	0.994697	
ENSDART00000188786	OTHER	0.056076	0.943924	
ENSDART00000188826	OTHER	0.000535	0.999465	
ENSDART00000188856	SP(Sec/SPI)	0.997006	0.002994	CS pos: 23-24. TAA-QD. Pr: 0.5789
ENSDART00000188930	OTHER	0.000729	0.999271	
ENSDART00000189136	OTHER	0.007298	0.992702	
ENSDART00000189257	OTHER	0.000614	0.999386	
ENSDART00000189280	OTHER	0.000878	0.999122	
ENSDART00000189286	SP(Sec/SPI)	0.999852	0.000148	CS pos: 19-20. GSS-LT. Pr: 0.5694
ENSDART00000189319	OTHER	0.000720	0.999280	
ENSDART00000189391	OTHER	0.018170	0.981830	
ENSDART00000189460	SP(Sec/SPI)	0.997006	0.002994	CS pos: 23-24. TAA-QD. Pr: 0.5789
ENSDART00000189636	OTHER	0.001722	0.998278	
ENSDART00000189649	OTHER	0.002352	0.997648	
ENSDART00000189703	OTHER	0.016031	0.983969	
ENSDART00000189718	OTHER	0.003618	0.996382	
ENSDART00000189846	OTHER	0.010808	0.989192	
ENSDART00000189868	SP(Sec/SPI)	0.986556	0.013444	CS pos: 22-23. VWG-QN. Pr: 0.9330
ENSDART00000189906	OTHER	0.001453	0.998547	
ENSDART00000189911	OTHER	0.000567	0.999433	
ENSDART00000189994	OTHER	0.001122	0.998878	
ENSDART00000190033	OTHER	0.003202	0.996798	
ENSDART00000190042	OTHER	0.000758	0.999242	
ENSDART00000190060	OTHER	0.001027	0.998973	
ENSDART00000190089	SP(Sec/SPI)	0.978414	0.021586	CS pos: 31-32. SQA-DS. Pr: 0.8377
ENSDART00000190122	OTHER	0.000627	0.999373	
ENSDART00000190188	OTHER	0.012320	0.987680	
ENSDART00000190278	OTHER	0.001756	0.998244	
ENSDART00000190328	OTHER	0.027395	0.972605	
ENSDART00000190388	SP(Sec/SPI)	0.582997	0.417003	CS pos: 37-38. VCC-EQ. Pr: 0.4459
ENSDART00000190414	OTHER	0.002053	0.997947	
ENSDART00000190510	SP(Sec/SPI)	0.967610	0.032390	CS pos: 20-21. VDT-IY. Pr: 0.6348
ENSDART00000190517	OTHER	0.002571	0.997429	
ENSDART00000190524	OTHER	0.002456	0.997544	
ENSDART00000190675	OTHER	0.001053	0.998947	
ENSDART00000190696	OTHER	0.003323	0.996677	
ENSDART00000190746	OTHER	0.001505	0.998495	
ENSDART00000190817	OTHER	0.000248	0.999752	
ENSDART00000190857	OTHER	0.000866	0.999134	
ENSDART00000190903	OTHER	0.000258	0.999742	
ENSDART00000190962	OTHER	0.005203	0.994797	
ENSDART00000191004	OTHER	0.000439	0.999561	
ENSDART00000191042	SP(Sec/SPI)	0.831646	0.168354	CS pos: 21-22. CFG-FT. Pr: 0.4637
ENSDART00000191154	SP(Sec/SPI)	0.868198	0.131802	CS pos: 29-30. VRG-DT. Pr: 0.7656
ENSDART00000191195	OTHER	0.065454	0.934546	
ENSDART00000191248	OTHER	0.000248	0.999752	
ENSDART00000191290	SP(Sec/SPI)	0.993936	0.006064	CS pos: 25-26. AWS-LN. Pr: 0.8376
ENSDART00000191320	OTHER	0.000248	0.999752	
ENSDART00000191386	OTHER	0.000428	0.999572	
ENSDART00000191419	OTHER	0.056076	0.943924	
ENSDART00000191527	OTHER	0.001408	0.998592	
ENSDART00000191586	OTHER	0.000161	0.999839	
ENSDART00000191633	OTHER	0.001607	0.998393	
ENSDART00000191722	OTHER	0.001267	0.998733	
ENSDART00000191740	OTHER	0.000653	0.999347	
ENSDART00000191744	OTHER	0.000547	0.999453	
ENSDART00000191764	OTHER	0.000481	0.999519	
ENSDART00000191814	OTHER	0.000916	0.999084	
ENSDART00000191872	SP(Sec/SPI)	0.978414	0.021586	CS pos: 31-32. SQA-DS. Pr: 0.8377
ENSDART00000191943	OTHER	0.000248	0.999752	
ENSDART00000191986	SP(Sec/SPI)	0.983602	0.016398	CS pos: 21-22. VQS-KP. Pr: 0.5693
ENSDART00000192064	OTHER	0.053218	0.946782	
ENSDART00000192106	OTHER	0.005496	0.994504	
ENSDART00000192120	OTHER	0.000354	0.999646	
ENSDART00000192137	OTHER	0.100214	0.899786	
ENSDART00000192142	OTHER	0.005203	0.994797	
ENSDART00000192286	OTHER	0.000939	0.999061	
ENSDART00000192298	OTHER	0.001884	0.998116	
ENSDART00000192387	OTHER	0.002777	0.997223	
ENSDART00000192447	OTHER	0.001907	0.998093	
ENSDART00000192594	OTHER	0.000786	0.999214	
ENSDART00000192619	OTHER	0.002311	0.997689	
ENSDART00000192660	OTHER	0.000453	0.999547	
ENSDART00000192674	OTHER	0.016031	0.983969	
ENSDART00000192678	OTHER	0.000632	0.999368	
ENSDART00000192703	OTHER	0.009160	0.990840	
ENSDART00000192728	SP(Sec/SPI)	0.906307	0.093693	CS pos: 17-18. ALA-QQ. Pr: 0.7806
ENSDART00000192796	OTHER	0.001290	0.998710	
ENSDART00000192820	OTHER	0.000450	0.999550	
ENSDART00000192879	OTHER	0.008802	0.991198	
ENSDART00000192947	OTHER	0.001505	0.998495	
ENSDART00000192951	OTHER	0.001899	0.998101	
ENSDART00000192962	OTHER	0.001027	0.998973	
ENSDART00000192971	OTHER	0.000304	0.999696	
ENSDART00000193018	OTHER	0.004120	0.995880	
ENSDART00000193180	OTHER	0.001359	0.998641	
ENSDART00000193206	OTHER	0.000684	0.999316	
ENSDART00000193254	SP(Sec/SPI)	0.676672	0.323328	CS pos: 38-39. ARA-QV. Pr: 0.5644
ENSDART00000193306	OTHER	0.027118	0.972882	
ENSDART00000193313	OTHER	0.002490	0.997510	
ENSDART00000193348	OTHER	0.000430	0.999570	
ENSDART00000193357	OTHER	0.000760	0.999240	
ENSDART00000193482	SP(Sec/SPI)	0.994918	0.005082	CS pos: 17-18. CES-AR. Pr: 0.6135
ENSDART00000193566	OTHER	0.000890	0.999110	
ENSDART00000193576	OTHER	0.113582	0.886418	
ENSDART00000193647	OTHER	0.000582	0.999418	
ENSDART00000193690	OTHER	0.002828	0.997172	
ENSDART00000193734	OTHER	0.008711	0.991289	
ENSDART00000193824	OTHER	0.003253	0.996747	
ENSDART00000193830	OTHER	0.000222	0.999778	
ENSDART00000193860	OTHER	0.000300	0.999700	
ENSDART00000193993	OTHER	0.000464	0.999536	
ENSDART00000194333	OTHER	0.001808	0.998192	
ENSDART00000194411	OTHER	0.000791	0.999209	
ENSDART00000194520	OTHER	0.000435	0.999565	
ENSDART00000194892	OTHER	0.011234	0.988766	
ENSDART00000194936	OTHER	0.001808	0.998192	
MSTRG.100028.1	OTHER	0.001505	0.998495	
MSTRG.100028.5	OTHER	0.007359	0.992641	
MSTRG.100063.1	OTHER	0.002352	0.997648	
MSTRG.10207.2	OTHER	0.002854	0.997146	
MSTRG.10230.1	OTHER	0.001405	0.998595	
MSTRG.10230.6	OTHER	0.001171	0.998829	
MSTRG.10230.7	OTHER	0.006132	0.993868	
MSTRG.103635.1	SP(Sec/SPI)	0.998110	0.001890	CS pos: 18-19. ARA-LT. Pr: 0.7855
MSTRG.104188.2	OTHER	0.001879	0.998121	
MSTRG.104188.3	OTHER	0.002160	0.997840	
MSTRG.104341.1	OTHER	0.000570	0.999430	
MSTRG.104344.1	OTHER	0.002177	0.997823	
MSTRG.104621.1	OTHER	0.013836	0.986164	
MSTRG.104621.2	SP(Sec/SPI)	0.998670	0.001330	CS pos: 23-24. SLA-CP. Pr: 0.8925
MSTRG.104640.1	SP(Sec/SPI)	0.983194	0.016806	CS pos: 17-18. GDG-AW. Pr: 0.8091
MSTRG.104640.13	OTHER	0.000427	0.999573	
MSTRG.104640.9	SP(Sec/SPI)	0.925818	0.074182	CS pos: 22-23. CKA-VY. Pr: 0.7234
MSTRG.104714.1	OTHER	0.000642	0.999358	
MSTRG.105085.1	OTHER	0.000794	0.999206	
MSTRG.105364.1	OTHER	0.002070	0.997930	
MSTRG.105364.2	OTHER	0.013244	0.986756	
MSTRG.105364.3	OTHER	0.000440	0.999560	
MSTRG.10556.1	OTHER	0.000258	0.999742	
MSTRG.105773.1	SP(Sec/SPI)	0.920132	0.079868	CS pos: 27-28. SLS-LS. Pr: 0.2058
MSTRG.105773.5	OTHER	0.003587	0.996413	
MSTRG.105773.6	OTHER	0.000518	0.999482	
MSTRG.105974.1	OTHER	0.000825	0.999175	
MSTRG.10601.1	OTHER	0.000290	0.999710	
MSTRG.10601.6	OTHER	0.000565	0.999435	
MSTRG.106043.3	OTHER	0.003079	0.996921	
MSTRG.106065.4	OTHER	0.017894	0.982106	
MSTRG.106080.6	OTHER	0.001878	0.998122	
MSTRG.106480.1	OTHER	0.002971	0.997029	
MSTRG.106480.6	OTHER	0.000459	0.999541	
MSTRG.10662.2	OTHER	0.000798	0.999202	
MSTRG.10664.1	OTHER	0.000678	0.999322	
MSTRG.10664.3	OTHER	0.002626	0.997374	
MSTRG.108406.7	OTHER	0.005023	0.994977	
MSTRG.10858.10	OTHER	0.003009	0.996991	
MSTRG.10858.3	OTHER	0.012066	0.987934	
MSTRG.108665.1	OTHER	0.000232	0.999768	
MSTRG.110665.1	OTHER	0.010495	0.989505	
MSTRG.111263.11	OTHER	0.080496	0.919504	
MSTRG.111263.2	OTHER	0.000774	0.999226	
MSTRG.111707.1	SP(Sec/SPI)	0.994918	0.005082	CS pos: 17-18. CES-AR. Pr: 0.6135
MSTRG.111806.3	OTHER	0.000548	0.999452	
MSTRG.112045.1	OTHER	0.001285	0.998715	
MSTRG.112045.10	OTHER	0.001056	0.998944	
MSTRG.112045.6	OTHER	0.239575	0.760425	
MSTRG.112675.6	OTHER	0.002915	0.997085	
MSTRG.113105.1	OTHER	0.005511	0.994489	
MSTRG.113105.3	OTHER	0.020756	0.979244	
MSTRG.113108.2	OTHER	0.011509	0.988491	
MSTRG.113108.3	OTHER	0.020756	0.979244	
MSTRG.113108.6	OTHER	0.001743	0.998257	
MSTRG.113187.5	OTHER	0.178652	0.821348	
MSTRG.113819.1	OTHER	0.000599	0.999401	
MSTRG.113959.1	OTHER	0.132804	0.867196	
MSTRG.113959.4	OTHER	0.000906	0.999094	
MSTRG.114290.1	OTHER	0.000367	0.999633	
MSTRG.114290.4	OTHER	0.001954	0.998046	
MSTRG.114290.7	OTHER	0.001084	0.998916	
MSTRG.114691.4	OTHER	0.013578	0.986422	
MSTRG.114946.4	OTHER	0.000775	0.999225	
MSTRG.115194.1	SP(Sec/SPI)	0.920784	0.079216	CS pos: 25-26. GSC-SD. Pr: 0.5537
MSTRG.115224.5	OTHER	0.054388	0.945612	
MSTRG.115322.2	OTHER	0.006987	0.993013	
MSTRG.115504.3	OTHER	0.001704	0.998296	
MSTRG.115540.1	OTHER	0.017348	0.982652	
