"","zfin_id_symbol","Mouse.Symbol"
"276981","kat8",""
"27703","CABZ01040556.1","Nek3"
"27704","CABZ01086611.1","Bsn"
"277051","CU914780.1",""
"277071","CR356242.1",""
"277111","CT573356.4",""
"277131","CR855257.2",""
"27717","gpc2","Gm43720"
"27718","ctnnd2a",""
"277191","zcchc4",""
"27720","zmp:0000001228",""
"27721","AL831726.2",""
"277231","BX571826.1",""
"27724","BX004804.1",""
"277251","si:ch211-182d3.1",""
"27727","spryd7b",""
"277281","CT956057.1",""
"27733","zgc:66156",""
"277341","LO018629.1","Hecw2"
"27735","acat1","Acat1"
"277361","si:dkey-239i20.2","Fmo9"
"27737","CABZ01086835.1",""
"277381","cldn15a",""
"27739","zgc:153184","Rcsd1"
"277401","CABZ01085140.1",""
"27741","SH3RF3","Sh3rf3"
"27743","c1s",""
"277451","RIC1","Ric1"
"27746","wbp1",""
"277501","OSCP1","Oscp1"
"27751","FP236542.1",""
"277521","zp2l2","4930562C15Rik"
"27753","CABZ01088346.1","Ano1"
"277541","FO681288.3",""
"27755","CABZ01085137.1",""
"27757","CU856539.1","Mfsd14b"
"277581","CABZ01086574.1","Hcn2"
"27760","BX537118.1",""
"277611","stk17a",""
"277631","JMJD8","Jmjd8"
"27764","CABZ01033206.1",""
"277651","CR936408.1",""
"27768","rnaset2","Gm49673"
"277691","rnaset2","Gm49721"
"27770","rnaset2","Rnaset2b"
"277711","CR388207.3",""
"27772","CR792417.1","Adtrp"
"277731","FO904970.1",""
"277751","BX957231.1",""
"27776","CR450686.5",""
"277771","chia.1","Chit1"
"277791","CR388195.1",""
"27780","dguok",""
"27782","AL929172.1",""
"277831","CABZ01076803.1",""
"27784","BX510922.3",""
"277851","BX682234.1","Clec12a"
"27786","BX682234.1","Clec12b"
"27787","BX682234.1","Klrg2"
"277881","BX682234.1","Klrd1"
"277891","BX682234.1","Klrh1"
"27790","BX682234.1","Clec1b"
"277911","BX682234.1","Klri1"
"27792","BX682234.1","Klri2"
"277931","BX682234.1","Clec2f"
"27794","BX682234.1","Klra17"
"277951","BX682234.1","Klra6"
"27796","BX682234.1","Klra9"
"277971","BX682234.1","Klra8"
"27798","BX682234.1","Klra10"
"277991","BX682234.1","Klra3"
"27800","BX682234.1","Klra5"
"27801","BX682234.1","Klra7"
"278021","BX682234.1","Klra1"
"27803","BX682234.1","Klra4"
"278041","BX682234.1","Klra2"
"278051","BX682234.1","Clec7a"
"278061","BX682234.1","Klrb1f"
"27807","BX682234.1","Klrb1c"
"278081","BX682234.1","Klrb1"
"278091","BX682234.1","Gm44511"
"278101","BX682234.1","Klrb1a"
"278111","BX682234.1","Klrb1b"
"278121","BX682234.1","Klre1"
"27813","BX682234.1","Clec1a"
"27814","BX682234.1","Clec2l"
"278151","BX682234.1","Klrc2"
"27816","BX682234.1","Klrc1"
"27817","BX682234.1","Klrc3"
"278181","BX682234.1","Clec9a"
"27819","BX682234.1","Clec5a"
"278201","BX682234.1","Clec2m"
"27821","BX682234.1","Clec2e"
"278221","BX682234.1","Clec2h"
"278231","BX682234.1","Clec2d"
"278241","BX682234.1","Clec2g"
"27825","BX682234.1","Clec2i"
"278261","BX682234.1","Olr1"
"27827","BX682234.1","Cd69"
"278281","LO018370.1",""
"27830","CU462915.1","Kcnip2"
"278311","ifnphi3","Gm13289"
"27832","ifnphi3","Gm13272"
"278331","ifnphi3","Gm13279"
"27834","ifnphi3","Ifnb1"
"278351","ifnphi3","Gm13275"
"27836","ifnphi3","Gm13287"
"278371","ifnphi3","Gm13271"
"278381","ifnphi3","Gm13290"
"278391","ifnphi3","Gm13283"
"27840","ifnphi3","Gm13277"
"278411","ifnphi3","Gm13276"
"27842","ifnphi3","Gm13285"
"278431","ifnphi3","Gm13288"
"27844","ifnphi3","Gm13278"
"278451","ifnphi3","Ifne"
"27846","ifnphi3","Ifnk"
"278471","ifnphi3","Ifnz"
"27848","FO704661.1",""
"27849","gig2o",""
"278501","BX321896.1",""
"278521","CT573446.1",""
"27853","BX663603.1",""
"278541","BX649327.1",""
"27869","AL627129.1",""
"278701","ccdc120",""
"27871","CR936363.1",""
"27872","CR376803.1",""
"278731","c16h2orf66",""
"27874","BX276096.2",""
"278761","AL844172.2",""
"27879","SCARNA14","Gm23505"
"278801","SCARNA14","Gm22433"
"27881","SCARNA14","Gm24289"
"278821","zmp:0000001103",""
"27884","CR457441.1",""
"278851","CR925768.18",""
"27886","taf8",""
"27888","BX005336.2",""
"278891","zgc:113518",""
"27890","CU929195.1",""
"278911","CR456635.1","Pnmt"
"27892","sgip1a",""
"278931","CU499311.1",""
"278951","AL935188.1","Gm23257"
"27896","CT027724.1",""
"27898","anapc15","Anapc15-ps"
"27900","CR388141.1",""
"279011","BX323588.2",""
"27902","myct1a",""
"27903","BX324134.3",""
"27905","PPP1CA","Ppp1ca"
"279061","CT583642.1",""
"27908","CT573012.1",""
"27909","si:ch211-166e11.5",""
"279101","CU207221.2",""
"27911","CR627485.1",""
"279121","BX000703.1",""
"27913","zgc:109913",""
"27914","AL845320.2",""
"279161","epas1b",""
"279171","CABZ01004903.1",""
"279181","CU424460.1",""
"27919","AL935272.1",""
"279201","zgc:73226",""
"27921","BX908796.3",""
"27923","BX890562.4",""
"279241","si:ch1073-357b18.4",""
"27925","BX005435.2",""
"27927","CABZ01075129.1",""
"27928","zgc:113019",""
"279291","CU694495.1",""
"27930","CU570984.1",""
"279311","CABZ01079251.1",""
"27932","CU367852.13",""
"27933","FP243388.1",""
"27935","zgc:110796","Msi1"
"279361","endou",""
"27937","CR388092.1","Gm26400"
"279381","CR388092.1","Gm27289"
"27939","CR388092.1","Gm24915"
"279401","CR388092.1","Gm22135"
"27941","CR391997.6",""
"279431","CR388172.5",""
"27944","BX284638.2",""
"27946","tk2",""
"279471","BX548038.2","Snora78"
"27948","BX548038.2","Gm22156"
"279491","LO017802.1",""
"279501","BX649479.1","n-R5s183"
"279511","CR352265.2",""
"27952","CR388102.4","Gm23763"
"279531","CR388102.4","Gm22836"
"27954","ntn1a",""
"27955","CABZ01096573.1",""
"279561","BX284620.2",""
"279591","CR381657.3",""
"27960","CABZ01017718.8",""
"279611","CABZ01045212.1","Mfsd10"
"27962","CR450785.19",""
"279641","CT033802.1",""
"279651","BX936451.1",""
"279671","AL935186.2",""
"27968","CR931980.1",""
"279691","CR936321.3","Gm22293"
"27970","CR936321.3","Gm23404"
"279711","CR936321.3","Gm25188"
"279721","CR936321.3","Gm22615"
"27973","CR936321.3","Gm22358"
"279741","CR936321.3","Gm24610"
"27975","CR936321.3","Gm27619"
"279761","CR936321.3","Gm23451"
"27977","CR936321.3","Gm25876"
"279781","CR936321.3","Gm23713"
"27979","CR936321.3","Gm23939"
"279801","CR936321.3","Gm24412"
"27981","CR936321.3","Gm22459"
"279821","CR936321.3","Gm23455"
"27983","CR936321.3","Gm23406"
"27984","CR936321.3","Gm25859"
"27985","CR936321.3","Gm23299"
"279861","CR936321.3","Gm22303"
"27987","CR936321.3","Gm24355"
"279881","BX682556.1","Gm26247"
"27989","BX682556.1","Gm23991"
"279901","BX682556.1","Gm25108"
"279921","sept10","Septin10"
"27993","BX571974.1",""
"27995","BX000700.11",""
"279961","BX649394.7",""
"279981","BX005085.6",""
"27999","cryba1l1",""
"280001","nitr1b",""
"28001","AL929029.2",""
"280031","BX537296.1",""
"28004","dre-let-7d-2","Mirlet7c-1"
"280051","CABZ01073424.1","Wdr7"
"28006","dre-mir-142b","Mir142"
"28007","dre-mir-133b","Mir133b"
"280081","ap1s3a",""
"28009","stk11ip","Stk11ip"
"28010","npy1r",""
"280111","ces3",""
"28012","gas2l2",""
"280131","LT631676.1","Ptk7"
"28014","BX323793.1",""
"280151","CABZ01059120.1",""
"28016","ptprb",""
"28018","chchd10",""
"280211","CR450808.2",""
"28022","BX936298.3",""
"28023","vox","Dlx4"
"280241","znf711",""
"28026","FO704758.1",""
"28027","dab2ipb",""
"280281","BX088690.1",""
"28030","BX005256.1",""
"280311","prdm8b",""
"28033","C16H1orf232","Gm30191"
"280341","BX572627.1",""
"28035","parm1",""
"280371","BX248097.1",""
"28038","CR786566.2",""
"28040","BX510342.1",""
"28041","actc1b",""
"280441","dmd",""
"280471","c3a.4",""
"28048","EPHB3","Ephb3"
"28049","AL929217.1",""
"280501","prom1b",""
"28051","BX005328.1","Tmem233"
"280521","si:rp71-1g18.13","Apold1"
"28053","ccpg1",""
"280541","LO017771.1","Tmem245"
"28055","arf4b",""
"28056","srl","Srl"
"28058","BX296551.2",""
"280591","itgb3a",""
"28060","BX510301.2",""
"28061","capn8","Capn2"
"280621","BX470197.1",""
"28063","VASH1","Vash1"
"280641","TMEM114","Tmem114"
"28065","CABZ01002349.1",""
"28066","BX901883.7",""
"280671","akr1a1b",""
"28068","pimr213",""
"28069","nkx3.3",""
"280701","CU633479.2","Myh6"
"28071","CR339041.3",""
"280721","CABZ01027551.1",""
"28073","CU469526.1","Tstd2"
"28074","sap30l","Sap30l"
"280751","fanca","Fanca"
"28076","CR394546.4",""
"280801","tor4aa",""
"28081","tpbgl",""
"28082","nanp",""
"280831","CABZ01079748.1","Fancm"
"28085","BX004862.1",""
"280861","acsl2","Acsbg3"
"28087","CABZ01088025.1",""
"28088","ppp1r3ca",""
"28090","fgf1b",""
"28091","CT027676.1",""
"28097","CABZ01070631.2","Fchsd2"
"280981","msh3",""
"28099","TC2N","Tc2n"
"28102","zgc:162730","Zfp36l3"
"28104","ism2b",""
"281061","pth4",""
"281081","BX548164.2",""
"28109","iqgap1","Iqgap1"
"281101","BX957346.4",""
"28112","ptprga","Ptprg"
"281131","ora1","Vmn1r212"
"28114","ora1","Vmn1r202"
"281151","ora1","Vmn1r200"
"28116","ora1","Vmn1r206"
"281171","ora1","Vmn1r222"
"28118","ora1","Vmn1r210"
"28119","ora1","Vmn1r197"
"281201","ora1","Vmn1r192"
"28121","ora1","Vmn1r207"
"28122","ora1","Vmn1r216"
"281231","ora1","Vmn1r198"
"28124","ora1","Vmn1r217"
"28125","ora1","Vmn1r199"
"281261","ora1","Vmn1r88"
"28127","ora1","Vmn1r203"
"28128","ora1","Vmn1r205"
"281291","ora1","Vmn1r201"
"28130","ora1","Vmn1r85"
"28131","ora1","Vmn1r194"
"28133","ora1","Vmn1r188"
"28134","ora1","Vmn1r221"
"281351","ora1","Vmn1r191"
"28136","ora1","Vmn1r86"
"281371","ora1","Vmn1r208"
"28138","ora1","Vmn1r196"
"28139","ora1","Vmn1r195"
"281401","ora1","Vmn1r211"
"28141","ora1","Vmn1r89"
"28142","ora1","Vmn1r219"
"281431","ora1","Vmn1r189"
"28144","ora1","Vmn1r214"
"281451","ora1","Vmn1r215"
"28146","ora1","Vmn1r193"
"28147","ora1","Vmn1r220"
"281481","ora1","Vmn1r87"
"28149","ora1","Vmn1r204"
"28150","ora1","Vmn1r213"
"281511","ora1","Vmn1r209"
"28152","ora1","Vmn1r223"
"28153","ora1","Vmn1r218"
"281561","BX323006.2",""
"28158","rpl21",""
"281591","BX465841.1","Gm23257"
"28160","FO744833.2",""
"28161","tspan15",""
"281621","CABZ01115881.1",""
"28163","CU861459.1",""
"281651","enoph1",""
"28166","AL953865.1",""
"28167","hhip",""
"281681","CT737148.1",""
"28172","BX842688.1",""
"281741","CU571315.3","Prss28"
"28175","CU571315.3","Prss29"
"28176","CU571315.3","Tpsg1"
"281771","CU571315.3","Tpsb2"
"28178","CU571315.3","Tpsab1"
"28179","BX548024.3",""
"281821","BX323816.2",""
"28183","slc17a7a",""
"281841","BX470119.1","Gm23257"
"28185","LO018597.2","Fcamr"
"281861","FP101875.2",""
"28187","nitr3c",""
"281881","bxdc2","Brix1"
"28190","mcm2","Mcm2"
"28192","BX322660.1",""
"281941","AL953856.8",""
"28195","CABZ01059627.1",""
"281961","CR854981.1",""
"28197","BX324157.2",""
"28198","zgc:153146",""
"28200","CR388164.1",""
"28201","CR555296.2",""
"282021","CR356227.9",""
"28203","LO018557.1",""
"282041","zgc:110249",""
"28205","BX005403.1",""
"282061","BX276117.1",""
"282081","rps3","Get1"
"28210","BX927206.1","n-R5s219"
"282111","CR854941.1",""
"28212","abcg8",""
"282131","CR388206.13",""
"28215","wdr21",""
"28217","CABZ01080588.1",""
"28218","CU634022.1",""
"28220","minpp1a",""
"28222","GNA12","Gna12"
"28224","hnrnpc","Ralyl"
"28225","CR925757.1","Snora65"
"282261","CR925757.1","Gm26075"
"28227","CR925757.1","Gm25379"
"28228","CR925757.1","Gm26440"
"282291","CR925757.1","Gm22807"
"28230","CR925757.1","Gm24613"
"282311","BX322795.1",""
"28232","asb13a.1",""
"28233","fcer1gl",""
"282341","AL935196.1",""
"28235","CR759843.4",""
"282361","BX510920.1","Gm23257"
"282371","CABZ01033180.1",""
"28238","AL929028.4",""
"28239","CT573787.1",""
"28241","CR388390.2",""
"28242","CABZ01067232.1",""
"282431","hnrnpa0l",""
"282451","CR847786.1","Gm23257"
"28246","CT583720.1","Gm23257"
"282471","tspan34",""
"28248","CABZ01052423.1",""
"28250","acod1",""
"282521","CR388140.1",""
"28253","KCNJ15","Kcnj15"
"28254","BX649257.1","Gm23257"
"282551","CABZ01030017.2",""
"28257","gpx1a",""
"282581","im:7138535","Fam98c"
"28259","SBSPON","Sbspon"
"28260","CR855313.1",""
"282611","CU571170.1",""
"28263","BX511120.1",""
"28265","CU462817.10",""
"282671","AL954678.1",""
"28269","rab32b",""
"28271","cyyr1",""
"28272","CR388172.11",""
"282731","CR352285.2",""
"28274","CABZ01089087.1",""
"282751","CR762426.1",""
"28276","CR932438.2",""
"28277","CR847977.1",""
"28279","CR388009.1",""
"282821","baz1b",""
"28283","crfb2",""
"282841","BX928743.3",""
"28285","zgc:154075",""
"282861","CU929103.1","Gm23257"
"28287","SCARNA13","Gm26489"
"282881","SCARNA13","Scarna13"
"28289","SCARNA13","Gm25624"
"282901","CABZ01044281.1","Dst"
"28292","CT583728.10",""
"282931","tomt","Tomt"
"28294","CABZ01030291.1",""
"28296","AL954725.1",""
"282971","CR854851.1",""
"28299","CT025874.1",""
"283001","SNORA77","Gm25777"
"283011","CABZ01066926.1","Ubr7"
"28302","SNORD30","Gm22680"
"283031","SNORD30","Gm23389"
"28304","CU570797.6",""
"283051","mrpl1",""
"28306","BX548038.1","Snora78"
"283071","BX548038.1","Gm22156"
"28308","ubxn4",""
"28309","CABZ01083166.1","Gtf3c1"
"283101","mmaa",""
"28311","CR405690.1",""
"28312","CR626869.1",""
"283131","CNNM1","Cnnm1"
"28314","CR388390.20",""
"28315","slc4a11",""
"28316","edrf1",""
"28317","CR293508.3",""
"28318","AL929029.15",""
"28319","CR388209.1",""
"283201","CR626874.1",""
"283211","BX324177.4",""
"28322","CABZ01016693.1",""
"28324","btbd6a",""
"28325","BX571711.6",""
"283271","dre-mir-107b",""
"28328","zgc:85843","Tm6sf2"
"283291","il6r",""
"28331","dre-mir-23a-3",""
"283321","CR933001.1","Gm23257"
"28333","nup93",""
"28334","mettl14",""
"28335","tonsl",""
"283361","CU682363.1",""
"28337","BX470182.2",""
"28338","dre-let-7a-3","Mirlet7c-2"
"28340","FO203514.1",""
"28341","CU855912.1",""
"28342","BX649568.1","Gm23257"
"28344","CR533578.3",""
"28345","BX649262.1",""
"283461","FP085394.1",""
"28347","CR854846.2",""
"28348","BX465840.2",""
"28349","dre-mir-738",""
"28350","dre-mir-16b",""
"28351","im:6904045","Natd1"
"283521","tmem51a",""
"28353","BX649399.11",""
"283551","GALNT3","Galnt3"
"28356","dre-mir-7b","Mir7-1"
"283571","CABZ01046950.1",""
"28358","dre-mir-740",""
"283591","BX928743.4",""
"28360","dmtf1",""
"283611","hspa4b",""
"28363","wdr54","Fbxw26"
"28364","wdr54","Fbxw16"
"28365","wdr54","Fbxw22"
"28366","wdr54","Fbxw14"
"283671","wdr54","Fbxw28"
"28368","wdr54","Fbxw19"
"28369","wdr54","Fbxw20"
"28370","wdr54","Fbxw18"
"28371","wdr54","Fbxw21"
"28372","wdr54","Fbxw13"
"28373","wdr54","Fbxw27"
"283741","wdr54","Fbxw15"
"28375","wdr54","Fbxw25"
"28376","wdr54","Fbxw24"
"28377","BX649547.1",""
"283781","sbno1","Sbno1"
"28379","scarb2a",""
"283801","BX539323.1",""
"283811","BX470072.1","Gm23349"
"283821","BX511176.1",""
"28383","fancb","Fancb"
"28384","CABZ01086049.1",""
"283851","CR450847.1",""
"28386","CR936300.2",""
"28387","CABZ01086877.1",""
"28388","CR759907.2",""
"28390","pth1b",""
"28391","SLC35D3","Slc35d3"
"28392","ugt8",""
"28394","CR376858.1",""
"28395","vdrb",""
"28396","BX321887.13",""
"283991","CABZ01084963.1","Fh1"
"28400","BX465195.8",""
"28401","CR847962.1",""
"284021","BX901956.1",""
"28403","BX649394.13",""
"28404","kcnk18",""
"28405","CR926128.8",""
"28406","LO018336.1","Mmp1a"
"28407","LO018336.1","Mmp1b"
"28408","CABZ01029938.1",""
"284091","BX510919.3",""
"28410","olfcd2",""
"28411","CR450836.3",""
"28412","MIR19A","Mir19a"
"28413","CU651595.1",""
"284151","dre-mir-7a-1",""
"28416","CR847906.2","Gm23257"
"28417","dre-mir-430c-1",""
"28418","CABZ01021599.1","Ripk2"
"28420","BX469929.1",""
"28422","usp20","Usp20"
"28423","AL935044.1",""
"284241","CABZ01063542.1",""
"28425","dre-mir-181b-3","Mir181b-1"
"28426","klhl3",""
"28427","zgc:162989","Ppp1r14d"
"28430","oatx",""
"28431","map3k12","Map3k12"
"284321","CABZ01026681.1",""
"28433","serpinh2",""
"28434","AL929229.2","Gm23257"
"284351","pfkmb",""
"28436","CR352215.2","Gm23257"
"28437","ppp1r3b",""
"284381","VMAC","Vmac"
"28440","kcnip3b",""
"28441","dyrk3",""
"284421","BX511086.1",""
"284431","mpeg1.1",""
"28444","dpf2l",""
"28445","SCARNA11","Gm26347"
"28446","SCARNA11","Gm23751"
"28447","pygb",""
"28448","BX005085.7",""
"284491","FP016005.1",""
"28450","CR450785.6",""
"28451","CABZ01102038.1","Gas7"
"284521","CABZ01020840.1","Bcl2l14"
"28453","zgc:123297",""
"28454","CR846080.2",""
"284551","BX927193.12",""
"28456","sc:d189",""
"28457","BX247879.1",""
"28458","BX571983.1",""
"28460","utp6",""
"28461","CU929244.1",""
"284621","crata",""
"28463","CR385078.2",""
"284641","atp6v0a2b",""
"28465","klhl36",""
"28466","BX901928.1",""
"28467","CU019650.1",""
"28469","GARNL3","Garnl3"
"28471","BX004975.2",""
"28472","AL844197.1",""
"284731","armt1",""
"284741","CT573204.2",""
"28475","FP102167.2","Gm27403"
"284781","dre-let-7g-2","Mirlet7f-2"
"28479","CR293534.1",""
"284801","CR847970.1",""
"28481","CU571384.1",""
"28482","BX571853.2",""
"28483","arsib",""
"28485","taar13e",""
"28486","dre-mir-722",""
"28488","AL627132.1",""
"284891","rnh1",""
"284911","BX927234.2",""
"28492","dre-mir-9-5","Mir9-2"
"28493","CABZ01113981.1",""
"28494","BX005442.3",""
"284971","BX927275.3",""
"284981","ptmab",""
"28499","ppp1r35",""
"285021","CR936321.2",""
"28503","AL840641.2","Gm23257"
"28505","FQ377918.1",""
"285061","foxl1",""
"28507","jak1",""
"285081","BX640547.5",""
"28509","CR391935.2",""
"285101","CR769772.4",""
"28511","CR356240.1",""
"285121","zgc:153012",""
"28513","CR848729.1",""
"28514","CR925768.7",""
"28515","zgc:113336",""
"285161","CR925713.2",""
"28517","CU013534.2",""
"285181","BX601644.1",""
"28520","CABZ01118763.1",""
"28521","zbed4",""
"28522","igf1rb",""
"28523","CR936337.1","Gm23257"
"285241","BX927406.1",""
"28525","CR931815.1",""
"28527","BX914214.12",""
"285281","tmem243b",""
"28529","FO681358.2",""
"285301","BX530069.1",""
"28531","tmem135","Tmem135"
"28532","aldh1a2",""
"28533","CT990567.4","n-R5s183"
"28534","BX649610.1",""
"28538","BX649545.1",""
"28539","vps26a",""
"28540","BX927401.2",""
"28541","tmem198b",""
"285421","CU633775.1",""
"28543","CU137649.1","Gm23257"
"28544","ccdc90b",""
"28545","usp43a",""
"28546","CU694364.1",""
"28547","BX465203.1",""
"285481","CU929311.1",""
"28549","AL844185.2",""
"28550","CR936966.1",""
"285511","cenpo",""
"28553","CU367852.7",""
"285541","lyst","Lyst"
"28555","CT030048.1",""
"285561","CR318600.2",""
"28557","zgc:172090",""
"28558","CU024870.2",""
"285591","BX321875.3",""
"28560","rpl10a",""
"28561","ndel1b",""
"285621","CABZ01051901.2",""
"28563","CR759845.5",""
"28564","CT027820.1",""
"285651","FO818699.1",""
"28566","CR925804.2",""
"28567","mlnr",""
"285681","wfikkn1","Eppin"
"28569","wfikkn1","Wfdc6a"
"28570","wfikkn1","Wfdc6b"
"28571","wfikkn1","Spint4"
"285721","wfikkn1","Lrp11"
"285731","wfikkn1","Spint1"
"285741","wfikkn1","Wfdc8"
"28575","BX088712.13",""
"28577","SNORA81","Snora81"
"285781","SNORA81","Gm22519"
"285791","SNORA81","Gm22588"
"28580","SNORA81","Gm26040"
"28581","CR376804.1",""
"28582","BX942815.6",""
"28584","BX255890.2",""
"285851","BX908756.2",""
"28586","CABZ01039304.1","Clmp"
"28587","CABZ01039304.1","Muc15"
"285881","CABZ01039304.1","Vsir"
"28589","CABZ01039304.1","Igsf5"
"28590","CABZ01039304.1","Gm49948"
"285921","pnpo",""
"28593","AL929469.4","Snora30"
"28594","AL929469.4","Gm25133"
"28595","BX255913.3",""
"285961","FQ377903.3","Gcc2"
"28597","CR956630.1",""
"28598","BX640584.9",""
"28599","CABZ01078606.1",""
"286011","phkg1a",""
"28602","stk17b",""
"28603","BX571761.1",""
"28604","dre-mir-7147",""
"28605","BX248510.6",""
"28606","BX323887.1",""
"286071","BX072577.1","Myoz3"
"28608","CT025775.2",""
"28609","CR855206.1",""
"28610","trappc6bl",""
"28611","dre-mir-723",""
"28612","CR847793.1",""
"286131","BX470163.2","Snord111"
"28614","BX470163.2","Gm22193"
"28615","BX649399.17",""
"28616","FP102277.2",""
"28617","dre-mir-19d",""
"28619","dre-mir-125a-1","Mir125a"
"28620","dre-mir-2191",""
"286211","AL929549.2",""
"28622","BX649399.19",""
"286231","LO018445.1",""
"28624","fgf22",""
"28625","dre-mir-18b","Mir18"
"286261","dre-mir-7149",""
"28627","CR936357.1",""
"28628","CABZ01072810.1","Dmxl1"
"286291","CU062431.1",""
"28630","hirip3",""
"28631","CABZ01084319.1",""
"28632","dre-mir-365-2",""
"28633","si:cabz01071911.3",""
"28634","CABZ01076801.1",""
"286351","CR753874.1",""
"28636","CABZ01103862.1",""
"28637","pts","Pts"
"28638","mtus1a",""
"286391","CR450785.21",""
"28640","CR391974.1",""
"286411","rab33a",""
"28642","BX649394.6",""
"28643","CABZ01083953.1",""
"28644","CR318589.2",""
"28646","LO018605.1",""
"28647","CABZ01051581.1","Gm23257"
"28650","AL929029.16",""
"28651","CABZ01002809.1",""
"28653","CR352215.1","Gm23513"
"28654","CR352215.1","Gm25989"
"286551","CR352215.1","Gm25394"
"28656","urm1",""
"28657","si:ch211-220f12.4",""
"28658","CR388165.2",""
"286591","shisa9a",""
"28660","SFMBT1","Sfmbt1"
"28661","josd1",""
"28662","ddhd1b",""
"286631","mlycd",""
"28664","AL929345.3",""
"28665","CABZ01117752.1",""
"28667","BX927222.1","Gm22767"
"28668","BX927341.1",""
"286701","CR385040.2",""
"28671","BX539324.1",""
"28672","BX890568.1",""
"28673","dre-mir-152","Mir152"
"286751","aga",""
"28676","BX510913.2",""
"28678","CR847938.2",""
"28679","CABZ01004876.1","Dtx1"
"286801","dre-mir-454b",""
"28681","AL935300.3",""
"28682","BX005203.2","Snord37"
"28683","CR394535.1",""
"28684","LO018113.1",""
"28685","coq3",""
"286861","fsta",""
"28687","CU861477.1","Ncan"
"28688","BX571711.5",""
"28689","pigrl2.3","Fcamr"
"286901","znf1043",""
"286911","mmp13a","Mmp1a"
"28692","mmp13a","Mmp1b"
"286931","CR450764.8",""
"28694","zgc:193726",""
"28695","ikbke",""
"28696","tox4a",""
"286971","ugdh",""
"286981","BX072563.1",""
"28699","CU024870.1","Gm23198"
"28700","tmem189",""
"28701","CR381673.1","Cd244a"
"287021","ddrgk1",""
"28703","BX530018.2",""
"28704","","Snora23"
"28705","CU914487.1","Crispld1"
"28706","CR677513.1",""
"28707","BX908777.2",""
"287081","ttc38",""
"28709","lurap1",""
"28710","hbl2",""
"287111","dre-mir-430a-4",""
"28712","FP016143.1",""
"28713","CU394253.2",""
"28714","tle3a",""
"287151","CT574590.1",""
"28716","dre-mir-9-3",""
"28717","GRIN2B","Grin2b"
"28719","zgc:112982",""
"28721","dre-mir-27a",""
"28722","BX649502.1","Snora74a"
"287231","BX649502.1","Mir1949"
"287241","BX649502.1","Gm25907"
"287251","BX649502.1","Gm23946"
"28726","BX088713.3",""
"287281","CU463847.1",""
"28729","AL929134.1",""
"287301","WDR63","Wdr63"
"28731","mir100-2","Mir100"
"287321","rps13",""
"28733","foxg1b",""
"287341","zgc:112970",""
"28736","BX005437.2",""
"28738","tm7sf2",""
"28740","zgc:152774","Morc4"
"287411","lamb1b",""
"28742","si:ch211-154a22.8",""
"28743","CU467652.1",""
"287441","BX247888.2",""
"28746","chn1",""
"287471","BX649557.1",""
"28748","CR759887.3",""
"287491","clcn4","Clcn4"
"28750","AL929502.2",""
"28751","CR848817.1",""
"28752","BX323985.1","Gm23257"
"28755","BX928743.7",""
"28757","LO018260.2",""
"28758","FP102896.1",""
"287591","zgc:91976",""
"28760","BX640512.5",""
"287611","CABZ01032476.1","Gm49354"
"28762","CABZ01032476.1","Tut7"
"287631","CT978957.3",""
"28764","CR749752.2",""
"28766","CABZ01060936.1","Ttc16"
"28767","AL929469.1","Snora30"
"28768","AL929469.1","Gm25133"
"28769","pafah1b2",""
"287701","casp23",""
"28771","BX572079.1",""
"28772","CR352329.1",""
"28773","CR339062.2","Gm23257"
"28774","AL929520.3","Cd4"
"28775","CU929070.2",""
"287771","BX663614.2",""
"28778","BX897750.1","Gm23257"
"287791","esr1",""
"28780","rnaseh2b",""
"28783","CR352220.1",""
"28784","si:ch73-252i11.1","Parp12"
"28785","peli3",""
"28786","CU467822.1",""
"28788","BX548033.1",""
"287891","AL929184.1",""
"28790","BX323816.1",""
"287921","lztr1",""
"287931","CU929288.2",""
"287941","CR356234.1",""
"287951","AL935292.1",""
"28796","CR812896.1",""
"287971","sft2d2b",""
"28798","CABZ01017717.1","Fchsd2"
"287991","CR749776.1",""
"28800","FP074902.3","Gm24698"
"28801","FP074902.3","Snora3"
"288021","FP015956.1",""
"28803","BX005238.1",""
"28804","h6pd",""
"288051","BX005150.1",""
"28806","CU550697.1",""
"28807","cpt2",""
"28808","AL845314.1","Gm23257"
"28809","epb41l3b","Epb41l3"
"28811","fzd9b",""
"28812","CU151886.1",""
"288131","CU367852.12",""
"28814","CU896691.1",""
"288151","camkk1a",""
"28816","CR450781.1","Gm23257"
"288181","KLHL28","Klhl28"
"288191","CU367852.11",""
"28820","CABZ01062153.1","Gm23257"
"288211","AL840638.2",""
"288221","LO017877.2",""
"28823","BX682556.4",""
"288241","si:cabz01071912.2",""
"28825","BX663521.5",""
"288261","AL929028.6",""
"288271","CR377211.1",""
"28828","BX004800.2","Gm23257"
"28829","optn",""
"28831","BX571711.8",""
"28832","FO904898.4",""
"28833","zgc:162154",""
"288341","si:ch211-127i16.2",""
"28835","BX469912.1",""
"28836","CU693455.2",""
"288371","CR354434.1",""
"28839","MIR96","Mir96"
"288401","CR759908.1",""
"28842","BX908777.1",""
"28843","lmf2b",""
"28844","morf4l1",""
"28845","BX276101.2",""
"288461","LO018124.1",""
"28847","dre-mir-153c",""
"288491","BX927193.9",""
"288501","BX682556.2",""
"288511","tpd52",""
